Length,Diameter,Height,Whole weight,Shucked weight,Viscera weight,Shell weight,Age
0.45045045045045046,0.47191011235955055,0.27499999999999997,0.22613908872901678,0.2200424178154825,0.20447609359104785,0.22385620915032678,16.5
0.2612612612612612,0.24719101123595516,0.24999999999999994,0.08776978417266187,0.08748674443266173,0.09766022380467956,0.0931372549019608,8.5
0.5855855855855856,0.5955056179775282,0.47500000000000003,0.30431654676258996,0.2539766702014846,0.28687690742624616,0.32189542483660133,10.5
0.4234234234234234,0.47191011235955055,0.425,0.22709832134292565,0.2104984093319194,0.23092573753814855,0.23202614379084965,11.5
0.2252252252252252,0.22471910112359555,0.2,0.07793764988009592,0.07688229056203605,0.07934893184130215,0.06862745098039216,8.5
0.3963963963963964,0.32584269662921345,0.27499999999999997,0.14820143884892084,0.13149522799575822,0.15666327568667346,0.17483660130718953,9.5
0.48648648648648646,0.48314606741573035,0.425,0.2239808153477218,0.21155885471898198,0.22787385554425232,0.2483660130718954,10.5
0.5765765765765765,0.50561797752809,0.5,0.2705035971223022,0.18769883351007424,0.29908443540183116,0.32189542483660133,15.5
0.4054054054054053,0.43820224719101125,0.35000000000000003,0.17434052757793767,0.15959703075291623,0.16378433367243136,0.19934640522875818,11.5
0.5135135135135134,0.50561797752809,0.47500000000000003,0.23932853717026378,0.21261930010604455,0.1922685656154629,0.28921568627450983,12.5
0.5945945945945945,0.5617977528089888,0.5249999999999999,0.3079136690647482,0.27094379639448574,0.3468972533062056,0.3137254901960784,11.5
0.47747747747747743,0.44943820224719105,0.3,0.20767386091127096,0.15959703075291623,0.16276703967446593,0.28104575163398693,11.5
0.5315315315315314,0.550561797752809,0.45,0.2983213429256595,0.2555673382820785,0.26958290946083424,0.3709150326797386,13.5
0.27027027027027023,0.28089887640449446,0.22500000000000003,0.11894484412470023,0.08271474019088017,0.07934893184130215,0.16666666666666666,8.5
0.4234234234234234,0.41573033707865176,0.3,0.19592326139088728,0.18133616118769882,0.17599186164801628,0.19117647058823528,11.5
0.2882882882882883,0.31460674157303375,0.2,0.10215827338129498,0.08483563096500531,0.08646998982706003,0.14215686274509803,8.5
0.44144144144144143,0.37078651685393266,0.3,0.16235011990407675,0.16277836691410394,0.1515768056968464,0.16666666666666666,10.5
0.27027027027027023,0.28089887640449446,0.27499999999999997,0.0973621103117506,0.08324496288441145,0.1251271617497457,0.10130718954248366,12.5
0.31531531531531526,0.26966292134831465,0.3,0.08776978417266187,0.06680805938494168,0.09867751780264498,0.11764705882352942,11.5
0.6486486486486485,0.6404494382022472,0.575,0.4302158273381295,0.4353128313891835,0.434384537131231,0.4199346405228759,13.5
0.6216216216216217,0.5842696629213484,0.47500000000000003,0.3458033573141487,0.31919406150583246,0.4262461851475077,0.3055555555555556,10.5
0.7387387387387385,0.7303370786516854,0.625,0.5366906474820144,0.5259809119830329,0.6113936927772126,0.477124183006536,11.5
0.6396396396396395,0.6404494382022472,0.5,0.4249400479616307,0.387592788971368,0.38148524923702953,0.46895424836601307,12.5
0.6756756756756754,0.6629213483146068,0.7250000000000001,0.457074340527578,0.4003181336161188,0.5523906408952187,0.4444444444444444,12.5
0.6936936936936935,0.651685393258427,0.5,0.42613908872901685,0.35949098621420994,0.4750762970498475,0.43627450980392163,13.5
0.7207207207207205,0.7191011235955056,0.7,0.4287769784172662,0.39978791092258753,0.4445574771108851,0.46078431372549017,16.5
0.6666666666666665,0.6067415730337078,0.5,0.39376498800959236,0.39872746553552496,0.4608341810783317,0.3055555555555556,12.5
0.6756756756756754,0.7078651685393258,0.625,0.45803357314148685,0.3992576882290562,0.491353001017294,0.5179738562091503,11.5
0.8558558558558558,0.910112359550562,0.625,0.7657074340527579,0.6240721102863203,0.5696846388606308,0.7303921568627451,16.5
0.9009009009009006,0.8876404494382024,0.8,0.7995203836930456,0.6532343584305409,0.8362156663275686,0.7794117647058822,14.5
0.4684684684684685,0.44943820224719105,0.325,0.2095923261390887,0.22269353128313893,0.2512716174974568,0.1830065359477124,9.5
0.44144144144144143,0.44943820224719105,0.325,0.23021582733812948,0.2332979851537646,0.2360122075279756,0.2156862745098039,9.5
0.6666666666666665,0.651685393258427,0.47500000000000003,0.40311750599520385,0.3860021208907741,0.41302136317395727,0.4035947712418301,12.5
0.27027027027027023,0.30337078651685395,0.24999999999999994,0.1366906474820144,0.12407211028632026,0.17395727365208546,0.12581699346405228,10.5
0.44144144144144143,0.40449438202247195,0.325,0.18345323741007194,0.179745493107105,0.1841302136317396,0.16666666666666666,10.5
0.6216216216216217,0.6067415730337078,0.47500000000000003,0.38800959232613913,0.36585365853658536,0.39776195320447616,0.4199346405228759,15.5
0.06306306306306303,0.0449438202247191,0.024999999999999967,0.013189448441247007,0.015376458112407211,0.04679552390640895,0.01143790849673203,6.5
0.3333333333333333,0.31460674157303375,0.27499999999999997,0.07697841726618707,0.07476139978791092,0.09053916581892167,0.10130718954248366,8.5
0.47747747747747743,0.48314606741573035,0.39999999999999997,0.2575539568345324,0.2926829268292683,0.4608341810783317,0.20751633986928106,10.5
0.4594594594594595,0.49438202247191015,0.39999999999999997,0.20047961630695443,0.17020148462354187,0.22278738555442526,0.22385620915032678,8.5
0.21621621621621617,0.20224719101123595,0.15000000000000002,0.05683453237410073,0.06203605514316013,0.050864699898270596,0.052287581699346414,7.5
0.5765765765765765,0.6067415730337078,0.6000000000000001,0.38033573141486815,0.3579003181336161,0.4333672431332655,0.3790849673202614,10.5
0.5675675675675675,0.5730337078651686,0.39999999999999997,0.26498800959232616,0.23488865323435842,0.22482197355035607,0.28921568627450983,9.5
0.35135135135135137,0.37078651685393266,0.27499999999999997,0.1249400479616307,0.12354188759278897,0.12105798575788404,0.14215686274509803,8.5
0.5045045045045045,0.46067415730337075,0.45,0.23932853717026378,0.25715800636267233,0.19430315361139372,0.24019607843137256,11.5
0.47747747747747743,0.46067415730337075,0.39999999999999997,0.20863309352517984,0.20519618239660656,0.21363173957273654,0.22385620915032678,11.5
0.3603603603603604,0.34831460674157305,0.3,0.1642685851318945,0.16542948038176034,0.185147507629705,0.15849673202614378,8.5
0.5315315315315314,0.550561797752809,0.5,0.29688249400479616,0.2539766702014846,0.3560528992878942,0.3382352941176471,9.5
0.4324324324324324,0.43820224719101125,0.39999999999999997,0.19184652278177458,0.1855779427359491,0.1932858596134283,0.19934640522875818,9.5
0.47747747747747743,0.5168539325842698,0.47500000000000003,0.26235011990407675,0.27518557794273596,0.2431332655137335,0.25653594771241833,9.5
0.07207207207207206,0.07865168539325845,0.09999999999999998,0.02086330935251798,0.026511134676564158,0.02746693794506613,0.019607843137254905,5.5
0.5405405405405406,0.550561797752809,0.425,0.2592326139088729,0.24284199363732767,0.26347914547304174,0.2647058823529412,8.5
0.44144144144144143,0.42696629213483145,0.325,0.17697841726618704,0.1728525980911983,0.22787385554425232,0.19934640522875818,8.5
0.5405405405405406,0.5617977528089888,0.35000000000000003,0.27937649880095927,0.3054082714740191,0.32451678535096645,0.2647058823529412,10.5
0.5855855855855856,0.5730337078651686,0.45,0.31366906474820144,0.3022269353128314,0.39267548321464907,0.3055555555555556,11.5
0.3963963963963964,0.38202247191011246,0.27499999999999997,0.16115107913669063,0.16277836691410394,0.16174974567650052,0.14215686274509803,8.5
0.5675675675675675,0.550561797752809,0.39999999999999997,0.2577937649880096,0.2301166489925769,0.26653102746693796,0.28104575163398693,9.5
0.48648648648648646,0.44943820224719105,0.39999999999999997,0.20983213429256595,0.2301166489925769,0.20549338758901325,0.19934640522875818,9.5
0.6486486486486485,0.6404494382022472,0.6000000000000001,0.41846522781774587,0.3573700954400848,0.39267548321464907,0.5016339869281046,13.5
