Length,Diameter,Height,Whole weight,Shucked weight,Viscera weight,Shell weight,Age,Sex_F,Sex_I,Sex_M
0.4504504504504504,0.4719101123595505,0.2749999999999999,0.2261390887290167,0.2200424178154825,0.2044760935910478,0.2238562091503267,16.5,0,0,1
0.2612612612612612,0.2471910112359551,0.2499999999999999,0.0877697841726618,0.0874867444326617,0.0976602238046795,0.0931372549019608,8.5,0,0,1
0.5855855855855856,0.5955056179775282,0.475,0.3043165467625899,0.2539766702014846,0.2868769074262461,0.3218954248366013,10.5,1,0,0
0.4234234234234234,0.4719101123595505,0.425,0.2270983213429256,0.2104984093319194,0.2309257375381485,0.2320261437908496,11.5,0,0,1
0.2252252252252252,0.2247191011235955,0.2,0.0779376498800959,0.076882290562036,0.0793489318413021,0.0686274509803921,8.5,0,1,0
0.3963963963963964,0.3258426966292134,0.2749999999999999,0.1482014388489208,0.1314952279957582,0.1566632756866734,0.1748366013071895,9.5,0,1,0
0.4864864864864864,0.4831460674157303,0.425,0.2239808153477218,0.2115588547189819,0.2278738555442523,0.2483660130718954,10.5,0,0,1
0.5765765765765765,0.50561797752809,0.5,0.2705035971223022,0.1876988335100742,0.2990844354018311,0.3218954248366013,15.5,1,0,0
0.4054054054054053,0.4382022471910112,0.35,0.1743405275779376,0.1595970307529162,0.1637843336724313,0.1993464052287581,11.5,0,0,1
0.5135135135135134,0.50561797752809,0.475,0.2393285371702637,0.2126193001060445,0.1922685656154629,0.2892156862745098,12.5,0,0,1
0.5945945945945945,0.5617977528089888,0.5249999999999999,0.3079136690647482,0.2709437963944857,0.3468972533062056,0.3137254901960784,11.5,1,0,0
0.4774774774774774,0.449438202247191,0.3,0.2076738609112709,0.1595970307529162,0.1627670396744659,0.2810457516339869,11.5,1,0,0
0.5315315315315314,0.550561797752809,0.45,0.2983213429256595,0.2555673382820785,0.2695829094608342,0.3709150326797386,13.5,0,0,1
0.2702702702702702,0.2808988764044944,0.225,0.1189448441247002,0.0827147401908801,0.0793489318413021,0.1666666666666666,8.5,0,1,0
0.4234234234234234,0.4157303370786517,0.3,0.1959232613908872,0.1813361611876988,0.1759918616480162,0.1911764705882352,11.5,1,0,0
0.2882882882882883,0.3146067415730337,0.2,0.1021582733812949,0.0848356309650053,0.08646998982706,0.142156862745098,8.5,0,0,1
0.4414414414414414,0.3707865168539326,0.3,0.1623501199040767,0.1627783669141039,0.1515768056968464,0.1666666666666666,10.5,0,0,1
0.2702702702702702,0.2808988764044944,0.2749999999999999,0.0973621103117506,0.0832449628844114,0.1251271617497457,0.1013071895424836,12.5,0,0,1
0.3153153153153152,0.2696629213483146,0.3,0.0877697841726618,0.0668080593849416,0.0986775178026449,0.1176470588235294,11.5,0,1,0
0.6486486486486485,0.6404494382022472,0.575,0.4302158273381295,0.4353128313891835,0.434384537131231,0.4199346405228759,13.5,1,0,0
0.6216216216216217,0.5842696629213484,0.475,0.3458033573141487,0.3191940615058324,0.4262461851475077,0.3055555555555556,10.5,1,0,0
0.7387387387387385,0.7303370786516854,0.625,0.5366906474820144,0.5259809119830329,0.6113936927772126,0.477124183006536,11.5,1,0,0
0.6396396396396395,0.6404494382022472,0.5,0.4249400479616307,0.387592788971368,0.3814852492370295,0.468954248366013,12.5,1,0,0
0.6756756756756754,0.6629213483146068,0.7250000000000001,0.457074340527578,0.4003181336161188,0.5523906408952187,0.4444444444444444,12.5,1,0,0
0.6936936936936935,0.651685393258427,0.5,0.4261390887290168,0.3594909862142099,0.4750762970498475,0.4362745098039216,13.5,0,0,1
0.7207207207207205,0.7191011235955056,0.7,0.4287769784172662,0.3997879109225875,0.4445574771108851,0.4607843137254901,16.5,0,0,1
0.6666666666666665,0.6067415730337078,0.5,0.3937649880095923,0.3987274655355249,0.4608341810783317,0.3055555555555556,12.5,0,0,1
0.6756756756756754,0.7078651685393258,0.625,0.4580335731414868,0.3992576882290562,0.491353001017294,0.5179738562091503,11.5,0,0,1
0.8558558558558558,0.910112359550562,0.625,0.7657074340527579,0.6240721102863203,0.5696846388606308,0.7303921568627451,16.5,1,0,0
0.9009009009009006,0.8876404494382024,0.8,0.7995203836930456,0.6532343584305409,0.8362156663275686,0.7794117647058822,14.5,1,0,0
0.4684684684684685,0.449438202247191,0.325,0.2095923261390887,0.2226935312831389,0.2512716174974568,0.1830065359477124,9.5,0,0,1
0.4414414414414414,0.449438202247191,0.325,0.2302158273381294,0.2332979851537646,0.2360122075279756,0.2156862745098039,9.5,1,0,0
0.6666666666666665,0.651685393258427,0.475,0.4031175059952038,0.3860021208907741,0.4130213631739572,0.4035947712418301,12.5,1,0,0
0.2702702702702702,0.3033707865168539,0.2499999999999999,0.1366906474820144,0.1240721102863202,0.1739572736520854,0.1258169934640522,10.5,0,0,1
0.4414414414414414,0.4044943820224719,0.325,0.1834532374100719,0.179745493107105,0.1841302136317396,0.1666666666666666,10.5,1,0,0
0.6216216216216217,0.6067415730337078,0.475,0.3880095923261391,0.3658536585365853,0.3977619532044761,0.4199346405228759,15.5,1,0,0
0.063063063063063,0.0449438202247191,0.0249999999999999,0.013189448441247,0.0153764581124072,0.0467955239064089,0.011437908496732,6.5,0,1,0
0.3333333333333333,0.3146067415730337,0.2749999999999999,0.076978417266187,0.0747613997879109,0.0905391658189216,0.1013071895424836,8.5,0,1,0
0.4774774774774774,0.4831460674157303,0.3999999999999999,0.2575539568345324,0.2926829268292683,0.4608341810783317,0.207516339869281,10.5,0,0,1
0.4594594594594595,0.4943820224719101,0.3999999999999999,0.2004796163069544,0.1702014846235418,0.2227873855544252,0.2238562091503267,8.5,1,0,0
0.2162162162162161,0.2022471910112359,0.15,0.0568345323741007,0.0620360551431601,0.0508646998982705,0.0522875816993464,7.5,0,1,0
0.5765765765765765,0.6067415730337078,0.6000000000000001,0.3803357314148681,0.3579003181336161,0.4333672431332655,0.3790849673202614,10.5,1,0,0
0.5675675675675675,0.5730337078651686,0.3999999999999999,0.2649880095923261,0.2348886532343584,0.224821973550356,0.2892156862745098,9.5,0,1,0
0.3513513513513513,0.3707865168539326,0.2749999999999999,0.1249400479616307,0.1235418875927889,0.121057985757884,0.142156862745098,8.5,0,0,1
0.5045045045045045,0.4606741573033707,0.45,0.2393285371702637,0.2571580063626723,0.1943031536113937,0.2401960784313725,11.5,0,0,1
0.4774774774774774,0.4606741573033707,0.3999999999999999,0.2086330935251798,0.2051961823966065,0.2136317395727365,0.2238562091503267,11.5,1,0,0
0.3603603603603604,0.348314606741573,0.3,0.1642685851318945,0.1654294803817603,0.185147507629705,0.1584967320261437,8.5,0,0,1
0.5315315315315314,0.550561797752809,0.5,0.2968824940047961,0.2539766702014846,0.3560528992878942,0.3382352941176471,9.5,1,0,0
0.4324324324324324,0.4382022471910112,0.3999999999999999,0.1918465227817745,0.1855779427359491,0.1932858596134283,0.1993464052287581,9.5,0,0,1
0.4774774774774774,0.5168539325842698,0.475,0.2623501199040767,0.2751855779427359,0.2431332655137335,0.2565359477124183,9.5,0,0,1
0.072072072072072,0.0786516853932584,0.0999999999999999,0.0208633093525179,0.0265111346765641,0.0274669379450661,0.0196078431372549,5.5,0,1,0
0.5405405405405406,0.550561797752809,0.425,0.2592326139088729,0.2428419936373276,0.2634791454730417,0.2647058823529412,8.5,1,0,0
0.4414414414414414,0.4269662921348314,0.325,0.176978417266187,0.1728525980911983,0.2278738555442523,0.1993464052287581,8.5,0,0,1
0.5405405405405406,0.5617977528089888,0.35,0.2793764988009592,0.3054082714740191,0.3245167853509664,0.2647058823529412,10.5,0,0,1
0.5855855855855856,0.5730337078651686,0.45,0.3136690647482014,0.3022269353128314,0.392675483214649,0.3055555555555556,11.5,1,0,0
0.3963963963963964,0.3820224719101124,0.2749999999999999,0.1611510791366906,0.1627783669141039,0.1617497456765005,0.142156862745098,8.5,0,0,1
0.5675675675675675,0.550561797752809,0.3999999999999999,0.2577937649880096,0.2301166489925769,0.2665310274669379,0.2810457516339869,9.5,0,0,1
0.4864864864864864,0.449438202247191,0.3999999999999999,0.2098321342925659,0.2301166489925769,0.2054933875890132,0.1993464052287581,9.5,0,0,1
0.6486486486486485,0.6404494382022472,0.6000000000000001,0.4184652278177458,0.3573700954400848,0.392675483214649,0.5016339869281046,13.5,1,0,0
0.7027027027027026,0.7640449438202248,0.7250000000000001,0.5959232613908872,0.4231177094379639,0.4547304170905392,0.7712418300653594,14.5,1,0,0
0.4864864864864864,0.5280898876404496,0.3999999999999999,0.2340527577937649,0.2083775185577942,0.2339776195320448,0.2565359477124183,11.5,1,0,0
0.1891891891891892,0.1797752808988763,0.15,0.0520383693045563,0.048780487804878,0.0813835198372329,0.0522875816993464,7.5,0,1,0
0.6306306306306306,0.6067415730337078,0.45,0.347242206235012,0.2619300106044538,0.3407934893184131,0.4281045751633987,14.5,0,0,1
0.3513513513513513,0.3707865168539326,0.35,0.1489208633093525,0.1309650053022269,0.1993896236012207,0.142156862745098,9.5,1,0,0
0.6576576576576574,0.7303370786516854,0.675,0.5479616306954437,0.4846235418875928,0.5300101729399797,0.5996732026143791,12.5,0,0,1
